10000001,Television - 55 inch,220,0.167,false,0.0
10000001,Television - 13 inch,60,0.167,false,0.0
10000001,Lighting - Chandelier 5 - 40 Watt Bulbs,200,0.33,false,0.0
10000001,Lighting - Halogen,90,0.33,false,0.0
10000001,Lighting - 75 Watt,75,0.33,false,0.0
10000001,Lighting - Comp Fluorescent - 18 Watt,18,0.33,false,0.0
10000001,Fish Tank (50 Gallon),230,1.0,false,0.0
10000001,Stereo,75,0.25,false,0.0
10000001,Air Conditioner - 5000 BTU,500,0.25,true,0.5
10000001,Lighting - 10 rooms (15 60W),900,0.167,false,0.0
10000001,Coffee Maker,900,0.01,false,0.0
10000001,Video Game,200,0.167,false,0.0
10000001,Lighting - 7 rooms (12 60W),720,0.167,false,0.0
10000001,Air Conditioner - 7000 BTU,750,0.25,true,0.5
10000001,VCR,45,0.05,false,0.0
10000001,Television - 60 inch,240,0.167,false,0.0
10000001,Lighting - Comp Fluorescent - 18 Watt,18,0.33,false,0.0
10000002,Exercise Equipment - Treadmill 3 H.P.,3000,0.025,false,0.0
10000002,Answering Machine,10,1.0,false,0.0
10000002,Television - 27 inch,125,0.167,false,0.0
10000002,Television - 55 inch,220,0.167,false,0.0
10000002,Refrigerator - Freezer 25 cu. ft. - Side by Side,841,1.0,true,0.25
10000002,Refrigerator - 17 cu. ft - Frostfree,463,1.0,true,0.25
10000002,Fan (Window),200,0.25,false,0.0
10000002,Computer with Monitor,270,0.5,true,0.5
10000002,Clock - Electric,3,1.0,false,0.0
10000002,Electric Frying Pan,1500,0.01,false,0.0
10000002,Freezer - Upright/Chest 17 cu. ft,600,1.0,true,0.25
10000002,DVD,60,0.167,false,0.0
10000002,Television - 32 inch,130,0.167,false,0.0
10000002,Television - 13 inch,60,0.167,false,0.0
10000002,Lighting - 40 Watt,40,0.33,false,0.0
10000002,Lighting - 5 rooms (10 60W),600,0.167,false,0.0
10000002,Lighting - Fluorescent 2 bulb,100,0.33,false,0.0
10000002,Television - 36 inch,133,0.167,false,0.0
10000003,Lighting - Comp Fluorescent - 23 Watt,23,0.33,false,0.0
10000003,Lighting - 7 rooms (12 60W),720,0.167,false,0.0
10000003,Television - 19 inch,100,0.167,false,0.0
10000003,Toaster,1000,0.01,false,0.0
10000003,Television - 55 inch,220,0.167,false,0.0
10000003,Television - 19 inch,100,0.167,false,0.0
10000003,Telephone - Cordless,5,1.0,false,0.0
10000003,Vacuum - Regular,1440,0.01,false,0.0
10000003,Lighting - Chandelier 5 - 40 Watt Bulbs,200,0.33,false,0.0
10000003,Lighting - Fluorescent 2 bulb,100,0.33,false,0.0
10000003,Range - Small Surface Unit,1200,0.01,false,0.0
10000003,Fan (Attic),500,0.1,true,0.25
10000003,Fish Tank (50 Gallon),230,1.0,false,0.0
10000003,Lighting - 100 Watt,100,0.33,false,0.0
10000003,Television - 19 inch,100,0.167,false,0.0
10000003,Clock - Electric,3,1.0,false,0.0
10000003,Television Plasma 42' - 50',375,0.167,false,0.0
10000003,Computer with Monitor,270,0.5,true,0.5
10000003,Slow Cooker,200,0.05,false,0.0
10000003,Oven,5000,0.01,false,0.0
10000004,Television Plasma 42' - 50',375,0.167,false,0.0
10000004,DVD,60,0.167,false,0.0
10000004,VCR,45,0.05,false,0.0
10000004,Freezer - Upright/Chest 17 cu. ft,600,1.0,true,0.25
10000004,Television - 32 inch,130,0.167,false,0.0
10000004,Ceiling Fan with 3 - 60 Watt Bulbs,230,0.25,false,0.0
10000004,Television - 27 inch,125,0.167,false,0.0
10000004,Video Game,200,0.167,false,0.0
10000004,Lighting - 75 Watt,75,0.33,false,0.0
10000004,Video Game,200,0.167,false,0.0
10000004,Air Purifier,120,1.0,true,0.5
10000004,Refrigerator - Freezer 24 cu. ft. - Frostfree,653,1.0,true,0.25
10000004,Bug Killer,40,0.5,false,0.0
10000004,Oven,5000,0.01,false,0.0
10000004,Lighting - 5 rooms (10 60W),600,0.167,false,0.0
10000004,Refrigerator - 14 cu. ft.,226,1.0,true,0.25
10000005,Air Conditioner - 7000 BTU,750,0.25,true,0.5
10000005,Computer Printer (Printing),600,0.01,false,0.0
10000005,Clothes Washer,1200,0.025,true,0.25
10000005,Air Purifier,120,1.0,true,0.5
10000005,Ceiling Fan with 3 - 60 Watt Bulbs,230,0.25,false,0.0
10000005,Lighting - 7 rooms (12 60W),720,0.167,false,0.0
10000005,Dishwasher (With Dry Cycle),1000,0.025,true,0.25
